Nome	Tipo	Descrição	
C14292.USER2 REAL ABRASIVOS	Usuário		
C14292.USER3 REAL ABRASIVOS	Usuário		
C14292.USER4 REAL ABRASIVOS	Usuário		
C14292.USER5 REAL ABRASIVOS	Usuário		
C14292.USER6 REAL ABRASIVOS	Usuário		
C14307.USER1 NUNES AR CONDICIONADO	Usuário		
C14314.USER1 COMERCIAL HC	Usuário		
C14315.USER1 MIMO BABY KIDS	Usuário		
C14316.USER1 HIDRAULICA JACOB	Usuário		
C14322.USER1 AGRO VERDE COMERCIO DE PECAS AGRICOLAS	Usuário		
C14323.USER1 ATACADAO DA CERAMICA	Usuário		
C14323.USER2 ATACADAO DA CERAMICA	Usuário		
C14323.USER3 ATACADAO DA CERAMICA	Usuário		
C14323.USER4 ATACADAO DA CERAMICA	Usuário		
C14323.USER5 ATACADAO DA CERAMICA	Usuário		
C14323.USER6 ATACADAO DA CERAMICA	Usuário		
C14323.USER7 ATACADAO DA CERAMICA	Usuário		
C14330.USER1 KI E CIA INFANTIL	Usuário		
C14330.USER2 KI E CIA INFANTIL	Usuário		
C14350.USER1 KMC COSMETICOS	Usuário		
C14353.USER1 LUBRI12	Usuário		
C14353.USER2 LUBRI12	Usuário		
C14353.USER3 LUBRI12	Usuário		
C14353.USER4 LUBRI12	Usuário		
C14353.USER5  LUBRI12	Usuário		
C14353.USER6 LUBRI12	Usuário		
C14394.USER1 CASA DO MILHO	Usuário		
C14395.USER1 NATA FERRAGENS	Usuário		
C14395.USER2 NATA FERRAGENS	Usuário		
C14428.USER1 MAX AUTOCENTER	Usuário		
C14428.USER2 MAX AUTOCENTER	Usuário		
C14429.USER1 ROTA 65ROTA 65	Usuário		
C14438.USER1 ELETROFORT	Usuário		
C14438.USER2 ELETROFORT	Usuário		
C14438.USER3 ELETROFORT	Usuário		
C14438.USER4 ELETROFORT	Usuário		
C14443.USER1 ANNE MAKE	Usuário		
C14443.USER2 ANNE MAKE	Usuário		
C14457.USER1 GTI TINTAS	Usuário		
C14457.USER2 GTI TINTAS	Usuário		
C14457.USER3 GTI TINTAS	Usuário		
C14457.USER4 GTI TINTAS	Usuário		
C14467.USER1 DALMEI	Usuário		
C14467.USER2 DALMEI	Usuário		
C14467.USER3 DALMEI	Usuário		
C14545.USER1 ASSOCIACAO MAIS LIBERDADE	Usuário		
C14545.USER2 ASSOCIACAO MAIS LIBERDADE	Usuário		
C14551.USER1 BASE FORTE ATACADISTA	Usuário		
C14551.USER2 BASE FORTE ATACADISTA	Usuário		
CCB13567.USER1 CONGREGACAO CRISTA NO BRASIL	Usuário		
CCB13567.USER2 CONGREGACAO CRISTA NO BRASIL	Usuário		
CCB13567.USER3 CONGREGACAO CRISTA NO BRASIL	Usuário		
CCB13567.USER4 CONGREGACAO CRISTA NO BRASIL	Usuário		
CCB13567.USER5 CONGREGACAO CRISTA NO BRASIL	Usuário		
COMPONENTE	Usuário	senha: mudar@1234	
ENABLY	Usuário		
F12349.USER1	Usuário	ESTAGIO FACIL	
F12349.USER2	Usuário	ESTAGIO FACIL	
Marcelo Sobral	Usuário	Usuario solicitado pelo Eneias	
VPN MODELO	Usuário		
VPN01	Usuário		
VPN02	Usuário		
VPN03	Usuário		
VPN04	Usuário		
VPN05	Usuário		
VPN06	Usuário		
VPN07	Usuário		
